date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:02	197968/197968	---M--	200	added ('OK')	image/jpeg	etag:%2230550-60f00c4ffccbe%22	https://www.haplink.net/wp-content/uploads/2024/01/IMG_4330-1024x965.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/01/IMG_4330-1024x965.jpg	(from https://www.haplink.net/2024-worlds/)
18:25:02	212372/212372	---M--	200	added ('OK')	image/jpeg	etag:%2233d94-60f00ecc48714%22	https://www.haplink.net/wp-content/uploads/2024/01/IMG_7253-1-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/01/IMG_7253-1-1024x768.jpg	(from https://www.haplink.net/2024-worlds/)
18:25:03	627929/627929	---M--	200	added ('OK')	image/jpeg	etag:%22994d9-60f0704d19902%22	https://www.haplink.net/wp-content/uploads/2024/01/IMG_7455.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/01/IMG_7455.jpg	(from https://www.haplink.net/2024-worlds/)
18:25:03	141431/141431	---M--	200	added ('OK')	image/jpeg	etag:%2222877-61135e829e4c7%22	https://www.haplink.net/wp-content/uploads/2024/02/why-is-there-food-in-this-seat-1-1024x576.jpg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/02/why-is-there-food-in-this-seat-1-1024x576.jpg	(from https://www.haplink.net/2024-worlds/)
18:25:03	51256/51256	---M--	200	added ('OK')	image/jpeg	etag:%22c838-61612dc5a3a63%22	https://www.haplink.net/wp-content/uploads/2024/04/Sponsors.jpg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/Sponsors.jpg	(from https://www.haplink.net/2024-worlds/)
18:25:03	1826/1826	---M--	200	added ('OK')	text/javascript	etag:%22722-60f05a1bafd61%22	https://www.haplink.net/wp-content/plugins/countdown-block/dist/frontend/index.js?ver=1.2.6	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/plugins/countdown-block/dist/frontend/index578f.js	(from https://www.haplink.net/2024-worlds/)
18:25:03	2526/2526	---M--	200	added ('OK')	text/javascript	etag:%229de-60f05a1bade20%22	https://www.haplink.net/wp-content/plugins/countdown-block/assets/js/eb-animation-load.js?ver=1.2.6	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/plugins/countdown-block/assets/js/eb-animation-load578f.js	(from https://www.haplink.net/2024-worlds/)
18:25:04	6008/6008	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:03%20GMT	https://www.haplink.net/wp-json/wp/v2/pages/108	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/pages/108.json	(from https://www.haplink.net/donate/)
18:25:04	2046/2046	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:03%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2Fdonate%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed792d.json	(from https://www.haplink.net/donate/)
18:25:04	2206/2206	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:04%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2Fdonate%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed1604	(from https://www.haplink.net/donate/)
18:25:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:04%20GMT	https://www.haplink.net/?p=108	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/index460d.html	(from https://www.haplink.net/donate/)
18:25:05	3472/3472	---M--	200	added ('OK')	text/css	etag:%22d90-61d69122b2f66%22	https://www.haplink.net/wp-includes/css/dist/block-library/common.min.css?ver=6.7.1	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-includes/css/dist/block-library/common.min9704.css	(from https://www.haplink.net/2024/04/26/innovation-presentation/)
18:25:05	232454/232454	---M--	200	added ('OK')	image/jpeg	etag:%2238c06-61319a7adec1b%22	https://www.haplink.net/wp-content/uploads/2024/03/qr_code_5.jpg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/03/qr_code_5.jpg	(from https://www.haplink.net/donate/)
18:25:05	910/910	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/2024/04/26/innovation-presentation/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/26/innovation-presentation/feed/index.html	(from https://www.haplink.net/2024/04/26/innovation-presentation/)
18:25:06	2657/2657	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:05%20GMT	https://www.haplink.net/wp-json/wp/v2/posts/380	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/posts/380.json	(from https://www.haplink.net/2024/04/26/innovation-presentation/)
18:25:06	2165/2165	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:05%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F26%2Finnovation-presentation%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embeda872.json	(from https://www.haplink.net/2024/04/26/innovation-presentation/)
18:25:06	2319/2319	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:05%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F26%2Finnovation-presentation%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed70cb	(from https://www.haplink.net/2024/04/26/innovation-presentation/)
18:25:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:06%20GMT	https://www.haplink.net/?p=380	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/index0dc6.html	(from https://www.haplink.net/2024/04/26/innovation-presentation/)
18:25:06	3026/3026	---M--	200	added ('OK')	text/javascript	etag:%22bd2-626d6470d4015%22	https://www.haplink.net/wp-includes/js/comment-reply.min.js?ver=6.7.1	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-includes/js/comment-reply.min9704.js	(from https://www.haplink.net/2024/04/26/innovation-presentation/)
18:25:07	24566851/24566851	---M--	200	added ('OK')	video/mp4	etag:%22176dc43-60ff2d5e8b9c2%22	https://www.haplink.net/wp-content/uploads/2024/01/202401271454.mp4	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/01/202401271454.mp4	(from https://www.haplink.net/donate/)
18:25:07	78417/78417	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2023:25:06%20GMT	https://www.haplink.net/category/uncategorized/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/category/uncategorized/index.html	(from https://www.haplink.net/2024/04/26/innovation-presentation/)
18:25:07	664/664	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:06%20GMT	https://www.haplink.net/wp-json/wp/v2/users/1	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/users/1.json	(from https://www.haplink.net/author/haplink_nmrwbj/)
18:25:07	36609/36609	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/author/haplink_nmrwbj/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/author/haplink_nmrwbj/feed/index.html	(from https://www.haplink.net/author/haplink_nmrwbj/)
18:25:08	2228/2228	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:07%20GMT	https://www.haplink.net/wp-json/wp/v2/posts/359	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/posts/359.json	(from https://www.haplink.net/2024/04/24/first-match/)
18:25:08	83873/83873	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2023:25:07%20GMT	https://www.haplink.net/2024/04/19/practice-practice-practice/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/19/practice-practice-practice/index.html	(from https://www.haplink.net/author/haplink_nmrwbj/)
18:25:08	83881/83881	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2023:25:07%20GMT	https://www.haplink.net/2024/04/18/setting-up-our-pit/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/18/setting-up-our-pit/index.html	(from https://www.haplink.net/author/haplink_nmrwbj/)
18:25:08	82314/82314	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2023:25:07%20GMT	https://www.haplink.net/2024/04/17/practice-table-construction/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/17/practice-table-construction/index.html	(from https://www.haplink.net/author/haplink_nmrwbj/)
18:25:08	2108/2108	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:08%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F24%2Ffirst-match%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed617b.json	(from https://www.haplink.net/2024/04/24/first-match/)
18:25:08	863/863	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/2024/04/24/first-match/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/24/first-match/feed/index.html	(from https://www.haplink.net/2024/04/24/first-match/)
18:25:09	2262/2262	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:08%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F24%2Ffirst-match%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embedb170	(from https://www.haplink.net/2024/04/24/first-match/)
18:25:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:08%20GMT	https://www.haplink.net/?p=359	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/indexcaf0.html	(from https://www.haplink.net/2024/04/24/first-match/)
18:25:09	15927/15927	---M--	200	added ('OK')	text/css	etag:%223e37-626d646e42c03%22	https://www.haplink.net/wp-includes/blocks/gallery/style.min.css?ver=6.7.1	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-includes/blocks/gallery/style.min9704.css	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:09	850/850	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/2024/04/20/long-day/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/20/long-day/feed/index.html	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:09	11332/11332	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:09%20GMT	https://www.haplink.net/wp-json/wp/v2/posts/366	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/posts/366.json	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:10	2090/2090	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:09%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F20%2Flong-day%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed42a3.json	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:09%20GMT	https://www.haplink.net/?p=366	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/index7aa0.html	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:10	2244/2244	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:10%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F20%2Flong-day%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embedf0ed	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:10	60145/60145	---M--	200	added ('OK')	image/jpeg	etag:%22eaf1-6167e835bb15f%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8062-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8062-1024x768.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:11	55586734/55586734	---M--	200	added ('OK')	video/quicktime	etag:%223502fae-61673910a351d%22	https://www.haplink.net/wp-content/uploads/2024/04/trim.D1E2906E-D5F0-4E6A-83DF-F5AEBF4349EE.mov	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/trim.D1E2906E-D5F0-4E6A-83DF-F5AEBF4349EE.qt	(from https://www.haplink.net/2024/04/24/first-match/)
18:25:11	119082/119082	---M--	200	added ('OK')	image/jpeg	etag:%221d12a-6167e89f6ae2c%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8072-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8072-1024x768.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:11	157059/157059	---M--	200	added ('OK')	image/jpeg	etag:%2226583-6167e86214177%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8067-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8067-1024x768.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:11	142606/142606	---M--	200	added ('OK')	image/jpeg	etag:%2222d0e-6167e89e2a8f6%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8073-768x1024.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8073-768x1024.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:11	170533/170533	---M--	200	added ('OK')	image/jpeg	etag:%2229a25-6167e90556c76%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8074-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8074-1024x768.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:11	47605/47605	---M--	200	added ('OK')	image/jpeg	etag:%22b9f5-6167e90bcc2ac%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8093-1024x473.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8093-1024x473.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:11	183374/183374	---M--	200	added ('OK')	image/jpeg	etag:%222cc4e-6167e9798d068%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8077-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8077-1024x768.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:12	130024/130024	---M--	200	added ('OK')	image/jpeg	etag:%221fbe8-6167e973fc298%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8079-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8079-1024x768.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:12	192602/192602	---M--	200	added ('OK')	image/jpeg	etag:%222f05a-6167e973542fb%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8085-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8085-1024x768.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:12	147047/147047	---M--	200	added ('OK')	image/jpeg	etag:%2223e67-6167e97367b7f%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8078-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8078-1024x768.jpg	(from https://www.haplink.net/2024/04/20/long-day/)
18:25:13	643/643	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:12%20GMT	https://www.haplink.net/wp-json/wp/v2/categories/1	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/categories/1.json	(from https://www.haplink.net/category/uncategorized/)
18:25:13	42036/42036	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/category/uncategorized/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/category/uncategorized/feed/index.html	(from https://www.haplink.net/category/uncategorized/)
18:25:13	591052/591052	---M--	200	added ('OK')	image/jpeg	etag:%22904cc-61616900e97d1%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_4410-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_4410-scaled.jpg	(from https://www.haplink.net/category/uncategorized/)
18:25:13	463935/463935	---M--	200	added ('OK')	image/jpeg	etag:%227143f-60f0757d33b2d%22	https://www.haplink.net/wp-content/uploads/2023/12/Frame-15-01-2024-09-58-35.jpg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2023/12/Frame-15-01-2024-09-58-35.jpg	(from https://www.haplink.net/category/uncategorized/)
18:25:14	79088/79088	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2023:25:13%20GMT	https://www.haplink.net/2024/04/14/packing-up/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/14/packing-up/index.html	(from https://www.haplink.net/category/uncategorized/)
18:25:14	8803/8803	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:13%20GMT	https://www.haplink.net/wp-json/wp/v2/posts/346	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/posts/346.json	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:14	79358/79358	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2023:25:13%20GMT	https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2023/12/03/nh-champions-on-to-worlds/index.html	(from https://www.haplink.net/category/uncategorized/)
18:25:14	2180/2180	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:13%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F19%2Fpractice-practice-practice%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed13a4.json	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:14	922/922	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/2024/04/19/practice-practice-practice/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/19/practice-practice-practice/feed/index.html	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:14%20GMT	https://www.haplink.net/?p=346	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/index17f1.html	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:14	2334/2334	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:14%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F19%2Fpractice-practice-practice%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed6978	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:15	212532/212532	---M--	200	added ('OK')	image/jpeg	etag:%2233e34-616686b69c464%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8018-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8018-1024x768.jpg	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:15	208159/208159	---M--	200	added ('OK')	image/jpeg	etag:%2232d1f-616686b54676a%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8045-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8045-1024x768.jpg	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:15	228780/228780	---M--	200	added ('OK')	image/jpeg	etag:%2237dac-61668786c5952%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_4489-768x1024.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_4489-768x1024.jpg	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:15	210125/210125	---M--	200	added ('OK')	image/jpeg	etag:%22334cd-6166878488511%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_2518-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_2518-1024x768.jpg	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:16	251322/251322	---M--	200	added ('OK')	image/jpeg	etag:%223d5ba-616687e8fb3eb%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8036-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8036-1024x768.jpg	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:16	172356/172356	---M--	200	added ('OK')	image/jpeg	etag:%222a144-616688bcc25f4%22	https://www.haplink.net/wp-content/uploads/2024/04/FullSizeRender-768x1024.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/FullSizeRender-768x1024.jpg	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:17	10077/10077	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:16%20GMT	https://www.haplink.net/wp-json/wp/v2/posts/335	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/posts/335.json	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:17	36126346/36126346	---M--	200	added ('OK')	video/quicktime	etag:%222273e8a-616686f098a31%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8057.mov	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8057.qt	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:17	890/890	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/2024/04/18/setting-up-our-pit/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/18/setting-up-our-pit/feed/index.html	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:18	2140/2140	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:17%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F18%2Fsetting-up-our-pit%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed0543.json	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:17%20GMT	https://www.haplink.net/?p=335	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/index5294.html	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:18	29638059/29638059	---M--	200	added ('OK')	video/quicktime	etag:%221c43dab-6166885421166%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8053.mov	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8053.qt	(from https://www.haplink.net/2024/04/19/practice-practice-practice/)
18:25:18	2294/2294	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:17%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F18%2Fsetting-up-our-pit%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed48d5	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
